content,pos,neg,query
Acabo de ver que #Movistar us'o en su campa'na de publicidad la misma canci'on y concepto de la de @Telcel #Fail Que baratos y copiones!,0,1,telcel
"Con paciente grave con APACHE de 21, y sin red... @Telcel porfis no te vuelvas a caer!!! #soyadictoaliphone",0,1,telcel
Maldito #telcel ! Que madres pasa con la se'nal? :@,0,1,telcel
Starbucks que rico!!! Y los chavos Muy!! Coquetos,1,0,starbucks
Telcel sucks big time #asusual http://t.co/7s1GDMz,0,1,telcel
Necesito comprar un tel'efono y el stock que tiene Movistar es horrible :(,0,1,movistar
La mala cobertura en el servicio de Movistar el dia de hoy se debe a un corte de fibra doble asi informo @Presid_Movistar,0,1,movistar
Y otro d'ia m'as sin celular... Gracias TELCEL.,0,1,telcel
"Es ley: si llamas a Claro (o Personal o Movistar) para hacer un reclamo, te piden que aguardes en linea, pero misteriosamente se corta..",0,1,movistar
Alguien me puede decir que sucede con Movistar y el servicio de datos =S (BERRIIIINNNNCHHHEEEEE),0,1,movistar
una vez m'as MOVISTAR me humilla x mi obsolescencia y estulticie pa activar internet tiene q apretar el boton ON (tatita)... los odio!!!,1,0,movistar
Al fin regresaste maldita data de movistar cada vez peor,0,1,movistar
tengo muchas ganas de una malteada o un frappe de starbucks...,1,0,starbucks
Concierto del Club Movistar RT @RaixelisAvila: @wyolive toque de @majareteSM haha no se cual es el motivo pero har'e lo posible por estar ah'i,1,0,movistar
se'naal iusacell te odiooo :(,0,1,iusacell
"vamos por un cafecito, si, de esos baratos, no esperen starbucks Â¿quien quiere?",1,0,starbucks
Ciclista Juan Mauricio Soler (Movistar) evoluciona lenta pero favorablemente tras su accidente http://t.co/eSJ5CD3,1,0,movistar
@Vivi_dora_lunar: Debo decir que @telcel es el culpable de que no pueda solventar mis gastos :( #DiaMundialDeChingarATelcel estoy contigo,0,1,telcel
En la #udoanz la se'nal movistar apestin.,0,1,movistar
La se'nal de movistar esta fallando durisimo no se que pasaa :s @Presid_Movistar,0,1,movistar
starbucks quero,1,0,starbucks
"Relajandome en Starbucks, como siempre con un frapuccino :) una parada a mi ma'nana ajetreada. http://yfrog.com/kek2nwj",1,0,starbucks
"Si tuviera una sola bomba, no sabr'ia si ponerla en miraflores o en movistar ! Afff",0,1,movistar
Diran lo que quieran pero #Megacable se luce al pasar los juegos de los #Yankees casi a diario. 36 del basico y 318 del super digital,1,0,megacable
Que bien me encanta que telcel no me brinde el servicio que pago como que no sirve mi BIS para entrar a internet :/,0,1,telcel
"En unos d'ias son movistar. Adi'os vodafone, no nos vas a timar m'as :)",1,0,movistar
#tipico que suena tu celular y piensas que es un msj de ella corres para verlo y es un msj de TELCEL ._.,0,1,telcel
Q raro!!! No tengo internet n la casa ODIO a @megacable,0,1,megacable
"Para los que tambi'en tienen el mismo problema de red que yo, en #telcel me dijeron que la bronca es con los que tienen plan mixto o amigo",0,1,telcel
mi papa odia telcel! aver cuandoo voy por mi bb =(,0,1,telcel
Se'nal de telcel #tumuymal,0,1,telcel
"Jodidos est'an los usuarios iPhone de Telcel. No pueden usar HeyWire, tienen que pagar sus SMSs como debe de ser",0,1,telcel
Quiero un @Starbucks ya!,1,0,starbucks
Gran forma de ahorrar y no tirar pl'astico con un starbucks y un bamb'u !!  http://t.co/KaT5uUs,1,0,starbucks
#elbaEstherGordillo #yunes  creo que lo cont'e muy tarde.Todo por el pinche #Telmex que me tiene sin linea y sin internet hace 15 dias,0,1,telmex
"Por eso cada vez m'as, se salen del territorio @telcel#HeyWire acaba se anunciar que la app no funcionara en la red de #telcel. MDFCKR",0,1,telcel
Puto #movistar toda la tarde sin cobertura!!!,0,1,movistar
Sin se'nal! Pinche telcel,0,1,telcel
"Promedio de velocidad Banda Ancha, Suiza 85.6 Mb,  Japon 80.6, Chile 8.87, M'exico 2.9. Ese es el Internet en infinitum que ofrece Telmex",0,1,telmex
â€œ@funnyordie: 10 Awesomely Misspelled Starbucks Cups http://t.co/GjcDe6Sâ€ù jajajajaa y no saben como escriben el mio los gringos..,1,0,starbucks
Movistar Esta Ladilla u.u,0,1,movistar
"Definitivamente hoy 11 de julio es el dia de odiar a movistar.. Y de llamar (pupu, pote, lenteja) al pin.",0,1,movistar
Mira qui'enes son aliados comerciales del Club Movistar y ent'erate de los beneficios en cada uno de ellos goo.gl/VbxH9,1,0,movistar
"#telmex, #axtel y #megacable en la office. Cual sirve? Niuna!",0,1,megacable
Gracias @telcel por limitar mi comunicaci'on. #heywire http://t.co/tbsYRAU,0,1,telcel
Data de movistar!! Te odio!,0,1,movistar
Nuevamente una rapida respuesta de @IUSACELL . Gracias!!,1,0,iusacell
"Con todas las reservas de ofender a los mierdas, que tipo tan obtuso #textFree #Telcel",0,1,telcel
Acabo de ver un asalto y ahora toy en @Starbucks con mi lap #yoconfieso que estoy paranoica,0,1,starbucks
Estoy hasta los cojones de qiue youtube vaya tan mal con la adsl de movistar.,0,1,movistar
Quiero manifestar mi odio a #Telcel por ratas!!... ahora resulta q t imponen planes que no pides :S te joden duro y bonito!! #Sonchingaderas,0,1,telcel
no puedo chismear bien gracias a Telmex,0,1,telmex
Envia la palabra Cuadre al 2856 y movistar t cuadrar'a un culito para el miercols. X el culo q no cuadrast ayr x culpa dl pin q staba lento,0,1,movistar
t'e de canela latte directamente de mi termo cherry blossom edici'on limitada del Starbucks... me lo autoregal'e porque creo que lo valgo...,1,0,starbucks
Movistar Innova grad'ua a cuarta generaci'on de emprendedores http://fb.me/17hsY94Nz,1,0,movistar
"Creo que me urge cambiar de plan de @Telcel a ese nuevo de 859 pesos, hablo demasiado",1,0,telcel
"con la novedad de que ya me aumentaron mi velocidad los de telmex, de 2mb pase a 4mb (cof3.5cof) no que iba a subir a 5 mb meh",0,1,telmex
Por qu'e no investigan a Telmex? Alg'un torcido debe tener para que sea tan malo el hijuep*#$a servicio!,0,1,telmex
MOVISTAR BARINAS ESTAFAN Y ROBAN Y ATROPELLA A LOS CLIENTES Y TODOS SE HACEN LOS PENDEJOS QUE TAL,0,1,movistar
Acaso Telmex Avanzado funciona para algo? #Mierda,0,1,telmex
â€œ@Mcontemporanea: Q6: #Disneypapiâ€ù que mi esposo manÃ¨je y yo de copiloto con nuestro Starbucks en Mano lol,1,0,starbucks
Mira vale @Presid_Movistar ponte a trabajar y deja de estar pegado al twitter. Porque Movistar no puede estar peor hoy!,0,1,movistar
"y que hablan de telmex que porque subi'o la velocidad del infirnitum, la de 1mb a 6 y la de 2 a 14mb; l'astima que yo no bajo nada -pokerface-",1,0,telmex
"Servicio de asistencia telmex, vales para pura verga!",0,1,telmex
"Se'nores, ayer encend'i el m'ovil despu'es de tres o cuatro d'ias y no me ha llegado ni un triste SMS de Movistar... Pou qu'e? #feellikeaMou",0,1,movistar
Hay comcel se ha vuelto tan malo a mi kien me mando pasarme de movistar huemadre datos los de comcel,0,1,movistar
"Pinche red Telcel !!!! Uno de estos dias le voy a mentar la madre a Slim... Digo, una vez m'as",0,1,telcel
Co'no de tu madre movistar de mierda...,0,1,movistar
"Â¿Para que nos hacen instalar cajas digitales, si al final la programacion se ve igual? ... fuck megacable!",0,1,megacable
Como es posible que soy una de las que la compa'nia de movistar estafo quitandome la interne vayan a mamarlo,0,1,movistar
YO COMPRE HACE TIEMPO UN INTERNET ILIMITADO DE MOVISTAR DONDE PAGO UN DINERAL POR ELLO Y AHORA RESULTA QUE ELLOS ME CAMBIARON EL PLAN,0,1,movistar
"Tan temprano, y ya movistar ta ladillando con el vencimiento de tu renta es hoy,Te recordamos aplicar saldo porq t ... http://tmi.me/cWQpk",0,1,movistar
movistar esta  lento por el hecho que   robaron una torre,0,1,movistar
"Mierda pero que pote esta Digitel, le quiere hacer competencia Movistar",0,1,movistar
Es un fisco la red de telcel no puedo usar ni el bbm!! FUCK YOU @TELCEL ...,0,1,telcel
"Mi celular es una mierda, maldito Movistar que no me colabora .|.",0,1,movistar
Querido #telcel... Por que no te vas a la mierda con tu SPAM a otro lado!!,0,1,telcel
QUE LAAAAAAADILLA CON MOVISTAR YA COLAPSO @Presid_Movistar @movistarve_atc,0,1,movistar
No me gusta para nada el caf'e pero si muero por probar un starbucks.,1,0,starbucks
"que horrible p'agina de telcel, no puedo checar nada.",0,1,telcel
Iusacell se anota una gran alianza - Las 500 de Expansi'on 2011 - CNNExpansion.com: http://t.co/l54QCai via @AddThis,0,1,iusacell
Te odio Movistar,0,1,movistar
A veces compro caf'es en oxxo para recordar lo bien que saben en un Starbucks (...),1,0,starbucks
"Alguien sabe que pedo con el servicio de telcel, solo si tengo wifi sirve mi bbi service!",0,1,telcel
gracias @Presid_Movistar ya tengo 50MB de verdad #movistar a cambiado mucho por ello es una de las mejores operadoras del pa'is,1,0,movistar
Cu'ando abre el Starbucks de su local de Benavides? Esta al lado de mi casa :) RT @isil_pe: M'as de 1600 seguidores #ISIL. S'igannos ...,1,0,starbucks
"Despu'es de un fin de semana entre lluvia,asaltos, filas en telcel, reencuentros y campeones del mundo creo que ya es hora de dormir noches??",0,1,telcel
dice que est'a apagado Movistar... (@JoaquinCaparros live on http://twitcam.com/5koww),0,1,movistar
Llamas a movistar y los pajeros....tw ponen #soulsister tipo dale man atendeme #mediapilaaa,0,1,movistar
"Tienda nueva, Logo nuevo! Hoy abrio el Starbucks Argentina en Av. Corrientes y Rodriguez Pe'na :D... http://fb.me/13zRuhXvK",1,0,starbucks
Cansado... pero todo Pkm... ac'a en D.F... :D........... excelente climita y miles de @Starbucks para calentarme jajaja :D,0,1,starbucks
en mi casa antes habia burdaa de senal y ahora como movistar es una shit NO HAY #epicfail,0,1,movistar
"Telmex como vale madre, un pinche airesucho y mi pinchiiii internet colapsa cada 5 minutos",0,1,telmex
"Uno de los servicios de telefon'ia, cable, internet, entre otros, m'as chafas es @Megacable la atenci'on al cliente de p'esima calidad.",0,1,megacable
"Bien bello pues, ahora movistar te quita y te pone el internet cuando a ellos les de la gana.",1,0,movistar
Esperando las entradas que me gan'e con #movistar #enriqueiglesias,1,0,movistar
Sino es Telcel es Telmex total que es la misma con las fallas del Internet chafaaaaaaa #Miau,0,1,telcel
ahi que juntarse a conversar en un starbucks o  no @miitzypulgar,1,0,starbucks
Buen d'ia. Les quiero contar que amo a mi BB de IUSACELL,1,0,iusacell
"La batalla de Telcel en contra de mis tripas .Te odio Carlos Slim!!!, ojal'a todo tu monopolio te quepa por el culo!!!",0,1,telcel
al fin voy a probar un starbucks,1,0,starbucks
Parece qyue otra vez sufrire con @Telmex,0,1,telmex
hahahaha movistar.?? Que es eso?? Hahaha tkmmm @benja_herrera,0,1,movistar
Otravez a telcel que *** castre.,0,1,telcel
No que Mexico es territorio Telcel ? No hay senal en carretera -.-,0,1,telcel
LA PUTA QUE TE PARIO MOVISTAR!!!!!!!! LA PUTA QUE TE PARIOOOO!!!!! (#ModoTanoPasmanON) cc @MovistarArg,0,1,movistar
yeahp espericuetaa es bueno comoo mmmmm no see pero es bueno jaaa o por ciertoo abone 20 telcel y ya no tngo saldoo pinches lacras,0,1,telcel
Pupusito D: RT @danielawrites_ Movistar cada dia es mas pupu -.-,0,1,movistar
"esta situacion de iusacell estresa, porque mi bb no puede ser telcel",0,1,telcel
"Como q mi linea es de oro, porque me viven llamando de movistar diciendo que fui seleccionada para noc que cosa de la noc q mas :O #LUCKY",1,0,movistar
me choca aun no poder conectarme desde mi casa !!! Telmex no est'a conmigo Hahaha,0,1,telmex
"Â¡YA EST'a, MOVISTAR NALGASMIADAS! Â¡ME TIENES HASTA LA VERGA CON TU SERVICIO INSERVIBLE!",0,1,movistar
Algu'em me viciou no Starbucks...n'e...@_taliguesa!!!,1,0,starbucks
Cuenta la leyenda que es mas f'acil divorciarte que cancelar un contrato con Telcel.,0,1,telcel
Quien va conmigo a tirarles unas putas granadas a todas las sucursales de megacable ? :D,0,1,megacable
Movistar Imagenio mejora su oferta familiar: http://t.co/N8ZsLW7 v'ia @neeoTV,1,0,movistar
"Mam'a me compras un movistar ok, gracias",1,0,movistar
Al #StarBuckS ..... Con el Galan y con AMigos .... NO puedo esto de ser Novia me desequilibra ...,1,0,starbucks
Me gusta la buena vibra de #starbucks tamaulipas :) justo lo que necesitoooo! #haveaniceday http://mypict.me/lmEjP,1,0,starbucks
Los del telefono de blackberry movistar me tienen 4:30 minutos esperando y nunca atienden. Corte.,1,0,movistar
"Mi mama chismeando, mi hermana jugando afuera, mi hermano fue a un Starbucks a celebrar que paso#QUIEROQUELOSJONASHAGANUNNUEVOALBUM",1,0,starbucks
Lo q tuve q hacer para conseguir internet.. venirme al trabajo de mi mam'a hasta reforma y Telmex sigue dejandome sin internet ni tel. en ksa,0,1,telmex
Estamos aqui no starbucks esperando a best buy abrir :),1,0,starbucks
como es tardado los tr'amites en telcel o_O,0,1,telcel
jajajajajajja me ri mucho con esta propaganda de movistar,1,0,movistar
Por eso es que ve yo tengo se'nal :) RT @JulioEscobarZ: [Inserte aqui la cagada de movistar],0,1,movistar
quiero un starbucks&lt;3,1,0,starbucks
"en movistar no saben de APN privados, y creen que tiene IP #fail as'i no se puede..",0,1,movistar
En @megacable si que se pasan viendo los Kennedy en el momento mas interesante se les ocurre meter sus horribles comerciales #NoEsDeDios,0,1,megacable
Como me desespera la red de telcel!!!!!!!!,0,1,telcel
La vida es esa que pasa mientras la o el trabajador de Starbucks grita las ordenes del d'ia.,0,1,starbucks
Seguro mi animo cambia con un caf'e del Starbucks que viene en camino :3,1,0,starbucks
inutiles de Telmex no an arreglado mi telefono como demonios me comunico cn se'nales de humo o emito ruidos raros cn un cuerno prehistorico?,0,1,telmex
que les parece que la operadora que me atendio del 811 de movistar se comia los mocos mientras yo le decia quâ€_ (cont) http://deck.ly/~rAU39,0,1,movistar
Que porqueria es movistar ultimamente,0,1,movistar
Dos cosas malas? la propaganda de movistar y la canci'on de Diego torres creo en am'erica,0,1,movistar
Co'no con movistar hoy creo que haber otorgado esos 50MB hoy puso el sistema lento estoy harto @Presid_Movistar,0,1,movistar
"Error de Iusacell! Su copy de Con la red 4G de Iusacell no navegas, vuelas es igualito al de unos a'nos de Telmex para Infinitum",0,1,telmex
La atenci'on al cliente de @telcel es igual de mala por celular que en el CAC #fail,0,1,telcel
"Movistar lleva todo el lunes hecho mierda, que raro que no es TT ._. #Ojala",0,1,movistar
La se'nal de movistar es una porqueria,0,1,movistar
"Que digo odio a Movistar, #Odio a #Movistar",0,1,movistar
"Gracias, Movistar, ahora mi conexi'on anda como las weas.  Felicidades, lograron molestarme.",0,1,movistar
Ya est'an necios con lo de movistar.,0,1,movistar
Los chicos de @IUSACELL tienen serios problemas con la Ortograf'iahttp://t.co/bBLwh8xhttp://t.co/ys0zIJn,0,1,iusacell
en el starbucks tomando frapuchinos ft. Vale covarrubias y carlii cornejo!! &lt;3,1,0,starbucks
"Otra vez, como siempre que llueve, mi BlacBerry 3G de @IUSACELL tiene problemas con la red, por suerte ya estoy en casa donde hay wifi",0,1,iusacell
â€œ@MissAndyRomero: Alguien sabe q se necesita para cancelar plan d #telcel ?â€ù// paciencia y mucho tiempo jajajaja,0,1,telcel
Odio a Movistar ...mi BB :-( SOS y el servicio t'ecnico bien gracias,0,1,movistar
@claudioeli: @IUSACELL no creo ya me ayudeste  varias veces y sigue igual de lenta mi navegacion y eso cuando navega saludos// t'omala.,0,1,iusacell
"Mi tlf lo deje cargando, cualq cosa si necesitan de mi estoy al Movistar :)..",1,0,movistar
â€œ@nayemartinez: @XAVI1121 ahh no bueno! De nada les sirve! Q chafa!â€ù&gt;&gt; no han pasado por la cajita :( para de megacable digital :(,0,1,megacable
"Los que tienen MOVISTAR y sufrieron el inconveniente de hoy con el sistema, env'ien un SMS con la palabra DATOS al 8950 y te regalan 50 MB.",0,1,movistar
Ahora estoy siguiendo a muchos. Estoy en el Starbucks y soy el 'ultimo en la fila.,0,1,starbucks
Gracias @Telmex y @TELMEXSoluciona por a'un no darnos una soluci'on a nuestra falta de internet desde hace casi 2 semanas...,0,1,telmex
ODIO cuando estoy esperando un mensaje de movistar y me llega uno del amor de mi vida.,0,1,movistar
Movistar timadores.,0,1,movistar
"En Movistar esperando...el tiempo pasa, pasa, pasa. Me saluda y sigue pasando y pasa y pasa...",0,1,movistar
Me ha llegado un sms ahora y me he asustado. Luego he visto que era de Movistar y he suspirado tranquilo.,0,1,movistar
me daban ganas de abrir telmex a chingazos,0,1,telmex
y para cuando llegaran los Samsung apa? lol &gt; RT @IUSACELL: Y con ustedes el Nuevo Motorola PRO http://yfrog.com/kgh1llgj,1,0,iusacell
"Al fin le gan'e una a movistar, lleve mi tel'efono por garant'ia y me lo recibieron muajajajaja \\o/",1,0,movistar
"39 MG y debo recargar el saldo el 26, lo que pasa es que movistar no me jodio casi. Siempre es lo mismo.",0,1,movistar
Buen fin de semana!!! Hoy 22Hrs estreno del episodio 4 de @FallingSkiesTNT,1,0,megacable
"Hoy en Bar Xinco 2 X 1 en Perlas Negras...Aprovechen! El bar esta en Michoacan, frente al starbucks! Se los recomiendo hay #TragosCoquetos",1,0,starbucks
"Que mamera el servicio al cliente de movistar, llevo mas de dos horar tratando de conversar con un asesor y ni .......",0,1,movistar
Lo qe mas me caga escuchar es ... Buzon telcel la llamada se cobrara blablabla #PTM,0,1,telcel
"wiiii, ya llegaron los BB's telcel:D creo que si me comprar'e unoo:D",1,0,telcel
Verga.. Movistar es la unica linea que envia mensajes promocionando sus productos a las 2:15 AM xD,0,1,movistar
telmex me roba y me roba y me roba,0,1,telmex
Caramel Macciato helado! #starbucks,1,0,starbucks
De verdad me quejar'ia menos de @Telcel si dejaran de enviar tanto SMS in'util. Qu'e me importan sus carreras tecnol'ogicas... Â¬Â¬,0,1,telcel
